id,event,time,battery
6,charge_start,1945.1819713784319,30.186301568344554
9,charge_start,2507.124273416989,30.925987618212304
14,charge_start,4096.037588232099,17.763535011376074
6,charge_update,4945.181971378432,40.18630156834466
9,charge_update,5507.124273416989,40.925987618212424
14,charge_update,7156.037588232099,27.963535011376038
6,charge_update,7945.181971378432,50.1863015683448
9,charge_update,8507.12427341699,50.92598761821257
