charging_failure_rate,avg_distance_normal,avg_distance_ev,full_parking_rate,installation_cost,charger_count,norm_charging_failure_rate,norm_avg_distance_normal,norm_avg_distance_ev,norm_full_parking_rate,norm_installation_cost,objective_function
25.2,12.0,11.2,205.3,14000,14,0.8904593639575972,0.6666666666666666,0.7857142857142853,0.4792960662525881,0.0,2.822136382591137
7.7,11.9,10.9,240.6,19000,19,0.2720848056537102,0.3333333333333333,0.5714285714285718,0.84472049689441,0.238095238095238,2.2596624454052634
2.3,12.0,10.2,203.5,24000,24,0.0812720848056537,0.6666666666666666,0.0714285714285711,0.4606625258799172,0.4761904761904761,1.7562203249712849
0.7,12.0,10.5,213.8,30000,30,0.0247349823321554,0.6666666666666666,0.2857142857142859,0.5672877846790891,0.7619047619047619,2.306308481296959
0.0,11.9,10.8,226.7,35000,35,0.0,0.3333333333333333,0.5000000000000007,0.7008281573498965,1.0,2.53416149068323
